ELU-STR;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Enveloppe : Réactions aux appuis;;;;;;;;;;;;;;;;;;;;
Groupe : Points hors groupes typés (Repère global);;;;;;;;;;;;;;;;;;;;
Point;Nom point;RFxmin;Cas;RFxmax;Cas;RFymin;Cas;RFymax;Cas;RFzmin;Cas;RFzmax;Cas;;;;;;;
-;-;daN;-;daN;-;daN;-;daN;-;daN;-;daN;-;;;;;;;
1596;K_94;0;254: G+1.5W+1.5Q+0.75S;0;148: 1.35G+1.5W8;-136;107: 1.35G+1.5W2+1.5Q+0.75S3;103;284: G+1.5W5+0.75S2;889;309: G+1.5W8+0.75S3;1293;93: 1.35G+1.5W+1.5Q;;;;;;;
1268;A_95;0;254: G+1.5W+1.5Q+0.75S;0;132: 1.35G+1.5W6;-78;297: G+1.5W7;105;107: 1.35G+1.5W2+1.5Q+0.75S3;760;255: G+1.5W+1.5Q+0.75S2;1229;136: 1.35G+1.5W6+0.75S3;;;;;;;
1591;K_95;0;254: G+1.5W+1.5Q+0.75S;0;148: 1.35G+1.5W8;-139;107: 1.35G+1.5W2+1.5Q+0.75S3;102;281: G+1.5W5;710;255: G+1.5W+1.5Q+0.75S2;1270;152: 1.35G+1.5W8+0.75S3;;;;;;;
1267;A_96;0;254: G+1.5W+1.5Q+0.75S;0;132: 1.35G+1.5W6;-58;297: G+1.5W7;80;107: 1.35G+1.5W2+1.5Q+0.75S3;-107;255: G+1.5W+1.5Q+0.75S2;1214;136: 1.35G+1.5W6+0.75S3;;;;;;;
1531;K_96;0;254: G+1.5W+1.5Q+0.75S;0;148: 1.35G+1.5W8;-132;107: 1.35G+1.5W2+1.5Q+0.75S3;94;281: G+1.5W5;-412;255: G+1.5W+1.5Q+0.75S2;1520;152: 1.35G+1.5W8+0.75S3;;;;;;;
;;;;;;;;;;;;;;;;;;;;
ELU-Séisme;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Enveloppe : Réactions aux appuis;;;;;;;;;;;;;;;;;;;;
Groupe : Points hors groupes typés (Repère global);;;;;;;;;;;;;;;;;;;;
Point;Nom point;RFxmin;Cas;RFxmax;Cas;RFymin;Cas;RFymax;Cas;RFzmin;Cas;RFzmax;Cas;;;;;;;
-;-;daN;-;daN;-;daN;-;daN;-;daN;-;daN;-;;;;;;;
989;A_11;-1;6: G-(0.3Ex+Ey);2;13: G+0.8Q+(0.3Ex+Ey);-41;6: G-(0.3Ex+Ey);44;13: G+0.8Q+(0.3Ex+Ey);343;10: G+0.8Q-(Ex+0.3Ey);346;1: G+(Ex+0.3Ey);;;;;;;
1309;K_11;-1;6: G-(0.3Ex+Ey);2;13: G+0.8Q+(0.3Ex+Ey);-44;14: G+0.8Q-(0.3Ex+Ey);41;5: G+(0.3Ex+Ey);343;10: G+0.8Q-(Ex+0.3Ey);346;1: G+(Ex+0.3Ey);;;;;;;
990;A_12;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-22;6: G-(0.3Ex+Ey);24;13: G+0.8Q+(0.3Ex+Ey);463;6: G-(0.3Ex+Ey);473;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1306;K_12;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-24;14: G+0.8Q-(0.3Ex+Ey);22;5: G+(0.3Ex+Ey);463;6: G-(0.3Ex+Ey);473;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
991;A_13;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-18;6: G-(0.3Ex+Ey);19;13: G+0.8Q+(0.3Ex+Ey);510;6: G-(0.3Ex+Ey);520;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1313;K_13;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-19;14: G+0.8Q-(0.3Ex+Ey);18;5: G+(0.3Ex+Ey);510;6: G-(0.3Ex+Ey);519;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
992;A_14;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-17;6: G-(0.3Ex+Ey);18;13: G+0.8Q+(0.3Ex+Ey);502;14: G+0.8Q-(0.3Ex+Ey);511;5: G+(0.3Ex+Ey);;;;;;;
1332;K_14;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-18;14: G+0.8Q-(0.3Ex+Ey);17;5: G+(0.3Ex+Ey);503;14: G+0.8Q-(0.3Ex+Ey);511;5: G+(0.3Ex+Ey);;;;;;;
993;A_15;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-19;6: G-(0.3Ex+Ey);20;13: G+0.8Q+(0.3Ex+Ey);471;6: G-(0.3Ex+Ey);485;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1337;K_15;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-21;14: G+0.8Q-(0.3Ex+Ey);19;5: G+(0.3Ex+Ey);471;6: G-(0.3Ex+Ey);484;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
994;A_16;-1;6: G-(0.3Ex+Ey);2;13: G+0.8Q+(0.3Ex+Ey);-34;6: G-(0.3Ex+Ey);37;13: G+0.8Q+(0.3Ex+Ey);388;10: G+0.8Q-(Ex+0.3Ey);393;1: G+(Ex+0.3Ey);;;;;;;
1352;K_16;-1;6: G-(0.3Ex+Ey);2;13: G+0.8Q+(0.3Ex+Ey);-39;14: G+0.8Q-(0.3Ex+Ey);35;5: G+(0.3Ex+Ey);388;10: G+0.8Q-(Ex+0.3Ey);393;1: G+(Ex+0.3Ey);;;;;;;
1176;A_21;-1;6: G-(0.3Ex+Ey);2;13: G+0.8Q+(0.3Ex+Ey);-34;6: G-(0.3Ex+Ey);37;13: G+0.8Q+(0.3Ex+Ey);380;14: G+0.8Q-(0.3Ex+Ey);386;5: G+(0.3Ex+Ey);;;;;;;
1356;K_21;-1;6: G-(0.3Ex+Ey);2;13: G+0.8Q+(0.3Ex+Ey);-39;14: G+0.8Q-(0.3Ex+Ey);36;5: G+(0.3Ex+Ey);381;14: G+0.8Q-(0.3Ex+Ey);386;5: G+(0.3Ex+Ey);;;;;;;
1177;A_22;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-20;6: G-(0.3Ex+Ey);22;13: G+0.8Q+(0.3Ex+Ey);475;6: G-(0.3Ex+Ey);489;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1302;K_22;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-23;14: G+0.8Q-(0.3Ex+Ey);21;5: G+(0.3Ex+Ey);475;6: G-(0.3Ex+Ey);487;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1178;A_23;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-20;6: G-(0.3Ex+Ey);21;13: G+0.8Q+(0.3Ex+Ey);513;10: G+0.8Q-(Ex+0.3Ey);518;1: G+(Ex+0.3Ey);;;;;;;
1323;K_23;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-22;14: G+0.8Q-(0.3Ex+Ey);21;5: G+(0.3Ex+Ey);513;10: G+0.8Q-(Ex+0.3Ey);518;1: G+(Ex+0.3Ey);;;;;;;
1179;A_24;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-23;6: G-(0.3Ex+Ey);23;13: G+0.8Q+(0.3Ex+Ey);504;2: G-(Ex+0.3Ey);506;1: G+(Ex+0.3Ey);;;;;;;
1366;K_24;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-25;14: G+0.8Q-(0.3Ex+Ey);25;5: G+(0.3Ex+Ey);504;10: G+0.8Q-(Ex+0.3Ey);506;1: G+(Ex+0.3Ey);;;;;;;
1180;A_25;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-30;6: G-(0.3Ex+Ey);30;13: G+0.8Q+(0.3Ex+Ey);484;6: G-(0.3Ex+Ey);490;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1371;K_25;0;6: G-(0.3Ex+Ey);1;13: G+0.8Q+(0.3Ex+Ey);-33;14: G+0.8Q-(0.3Ex+Ey);33;5: G+(0.3Ex+Ey);484;6: G-(0.3Ex+Ey);490;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1181;A_26;-1;6: G-(0.3Ex+Ey);2;13: G+0.8Q+(0.3Ex+Ey);-57;6: G-(0.3Ex+Ey);57;13: G+0.8Q+(0.3Ex+Ey);436;14: G+0.8Q-(0.3Ex+Ey);447;5: G+(0.3Ex+Ey);;;;;;;
1380;K_26;-1;6: G-(0.3Ex+Ey);2;13: G+0.8Q+(0.3Ex+Ey);-63;14: G+0.8Q-(0.3Ex+Ey);63;5: G+(0.3Ex+Ey);436;14: G+0.8Q-(0.3Ex+Ey);447;5: G+(0.3Ex+Ey);;;;;;;
995;A_31;-1;2: G-(Ex+0.3Ey);1;9: G+0.8Q+(Ex+0.3Ey);-30;14: G+0.8Q-(0.3Ex+Ey);29;5: G+(0.3Ex+Ey);548;2: G-(Ex+0.3Ey);562;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1385;K_31;-1;2: G-(Ex+0.3Ey);1;9: G+0.8Q+(Ex+0.3Ey);-28;6: G-(0.3Ex+Ey);30;13: G+0.8Q+(0.3Ex+Ey);545;2: G-(Ex+0.3Ey);565;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
996;A_32;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-20;14: G+0.8Q-(0.3Ex+Ey);19;5: G+(0.3Ex+Ey);832;2: G-(Ex+0.3Ey);907;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1402;K_32;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-18;6: G-(0.3Ex+Ey);19;13: G+0.8Q+(0.3Ex+Ey);813;2: G-(Ex+0.3Ey);925;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
997;A_33;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-17;6: G-(0.3Ex+Ey);16;13: G+0.8Q+(0.3Ex+Ey);891;2: G-(Ex+0.3Ey);1040;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1409;K_33;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-18;14: G+0.8Q-(0.3Ex+Ey);18;5: G+(0.3Ex+Ey);853;2: G-(Ex+0.3Ey);1076;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
998;A_34;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-15;6: G-(0.3Ex+Ey);14;13: G+0.8Q+(0.3Ex+Ey);904;2: G-(Ex+0.3Ey);1025;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1414;K_34;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-21;14: G+0.8Q-(0.3Ex+Ey);21;5: G+(0.3Ex+Ey);873;2: G-(Ex+0.3Ey);1054;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
999;A_35;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-15;6: G-(0.3Ex+Ey);15;13: G+0.8Q+(0.3Ex+Ey);645;10: G+0.8Q-(Ex+0.3Ey);1068;1: G+(Ex+0.3Ey);;;;;;;
1420;K_35;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-27;14: G+0.8Q-(0.3Ex+Ey);27;5: G+(0.3Ex+Ey);544;10: G+0.8Q-(Ex+0.3Ey);1177;1: G+(Ex+0.3Ey);;;;;;;
1000;A_36;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-23;6: G-(0.3Ex+Ey);23;13: G+0.8Q+(0.3Ex+Ey);-912;10: G+0.8Q-(Ex+0.3Ey);1881;1: G+(Ex+0.3Ey);;;;;;;
1438;K_36;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-46;14: G+0.8Q-(0.3Ex+Ey);46;5: G+(0.3Ex+Ey);-1583;10: G+0.8Q-(Ex+0.3Ey);2598;1: G+(Ex+0.3Ey);;;;;;;
1019;A_41;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-25;6: G-(0.3Ex+Ey);25;13: G+0.8Q+(0.3Ex+Ey);-909;10: G+0.8Q-(Ex+0.3Ey);1884;1: G+(Ex+0.3Ey);;;;;;;
1397;K_41;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-49;14: G+0.8Q-(0.3Ex+Ey);49;5: G+(0.3Ex+Ey);-1581;10: G+0.8Q-(Ex+0.3Ey);2601;1: G+(Ex+0.3Ey);;;;;;;
1020;A_42;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-22;6: G-(0.3Ex+Ey);23;13: G+0.8Q+(0.3Ex+Ey);634;10: G+0.8Q-(Ex+0.3Ey);1077;1: G+(Ex+0.3Ey);;;;;;;
1457;K_42;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-41;14: G+0.8Q-(0.3Ex+Ey);40;5: G+(0.3Ex+Ey);527;10: G+0.8Q-(Ex+0.3Ey);1189;1: G+(Ex+0.3Ey);;;;;;;
1021;A_43;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-25;6: G-(0.3Ex+Ey);25;13: G+0.8Q+(0.3Ex+Ey);912;2: G-(Ex+0.3Ey);1010;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1326;K_43;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-44;14: G+0.8Q-(0.3Ex+Ey);43;5: G+(0.3Ex+Ey);884;2: G-(Ex+0.3Ey);1032;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1022;A_44;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-26;6: G-(0.3Ex+Ey);26;13: G+0.8Q+(0.3Ex+Ey);900;2: G-(Ex+0.3Ey);1033;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1466;K_44;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-46;14: G+0.8Q-(0.3Ex+Ey);45;5: G+(0.3Ex+Ey);863;2: G-(Ex+0.3Ey);1064;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1023;A_45;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-25;6: G-(0.3Ex+Ey);25;13: G+0.8Q+(0.3Ex+Ey);809;2: G-(Ex+0.3Ey);940;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1472;K_45;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-47;14: G+0.8Q-(0.3Ex+Ey);46;5: G+(0.3Ex+Ey);787;2: G-(Ex+0.3Ey);975;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1024;A_46;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-33;6: G-(0.3Ex+Ey);33;13: G+0.8Q+(0.3Ex+Ey);423;6: G-(0.3Ex+Ey);797;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1480;K_46;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-64;14: G+0.8Q-(0.3Ex+Ey);63;5: G+(0.3Ex+Ey);404;2: G-(Ex+0.3Ey);898;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1043;A_51;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-33;6: G-(0.3Ex+Ey);34;13: G+0.8Q+(0.3Ex+Ey);432;6: G-(0.3Ex+Ey);795;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1347;K_51;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-65;14: G+0.8Q-(0.3Ex+Ey);64;5: G+(0.3Ex+Ey);426;2: G-(Ex+0.3Ey);884;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1044;A_52;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-28;6: G-(0.3Ex+Ey);28;13: G+0.8Q+(0.3Ex+Ey);847;6: G-(0.3Ex+Ey);891;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1374;K_52;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-51;14: G+0.8Q-(0.3Ex+Ey);50;5: G+(0.3Ex+Ey);848;6: G-(0.3Ex+Ey);904;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1045;A_53;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-30;6: G-(0.3Ex+Ey);30;13: G+0.8Q+(0.3Ex+Ey);878;10: G+0.8Q-(Ex+0.3Ey);1032;1: G+(Ex+0.3Ey);;;;;;;
1451;K_53;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-53;14: G+0.8Q-(0.3Ex+Ey);52;5: G+(0.3Ex+Ey);842;10: G+0.8Q-(Ex+0.3Ey);1067;1: G+(Ex+0.3Ey);;;;;;;
1046;A_54;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-31;6: G-(0.3Ex+Ey);32;13: G+0.8Q+(0.3Ex+Ey);893;10: G+0.8Q-(Ex+0.3Ey);1023;1: G+(Ex+0.3Ey);;;;;;;
1485;K_54;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-54;14: G+0.8Q-(0.3Ex+Ey);53;5: G+(0.3Ex+Ey);863;10: G+0.8Q-(Ex+0.3Ey);1053;1: G+(Ex+0.3Ey);;;;;;;
1047;A_55;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-31;6: G-(0.3Ex+Ey);32;13: G+0.8Q+(0.3Ex+Ey);674;10: G+0.8Q-(Ex+0.3Ey);1074;1: G+(Ex+0.3Ey);;;;;;;
1497;K_55;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-54;14: G+0.8Q-(0.3Ex+Ey);53;5: G+(0.3Ex+Ey);576;10: G+0.8Q-(Ex+0.3Ey);1170;1: G+(Ex+0.3Ey);;;;;;;
1048;A_56;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-41;6: G-(0.3Ex+Ey);43;13: G+0.8Q+(0.3Ex+Ey);-662;10: G+0.8Q-(Ex+0.3Ey);1952;1: G+(Ex+0.3Ey);;;;;;;
1342;K_56;0;2: G-(Ex+0.3Ey);1;9: G+0.8Q+(Ex+0.3Ey);-72;14: G+0.8Q-(0.3Ex+Ey);70;5: G+(0.3Ex+Ey);-1303;10: G+0.8Q-(Ex+0.3Ey);2583;1: G+(Ex+0.3Ey);;;;;;;
1622;K_61;0;2: G-(Ex+0.3Ey);1;9: G+0.8Q+(Ex+0.3Ey);-72;14: G+0.8Q-(0.3Ex+Ey);70;5: G+(0.3Ex+Ey);-1301;10: G+0.8Q-(Ex+0.3Ey);2583;1: G+(Ex+0.3Ey);;;;;;;
1625;K_62;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-54;14: G+0.8Q-(0.3Ex+Ey);53;5: G+(0.3Ex+Ey);580;10: G+0.8Q-(Ex+0.3Ey);1172;1: G+(Ex+0.3Ey);;;;;;;
1626;K_63;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-54;14: G+0.8Q-(0.3Ex+Ey);53;5: G+(0.3Ex+Ey);876;2: G-(Ex+0.3Ey);1053;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1627;K_64;0;2: G-(Ex+0.3Ey);0;9: G+0.8Q+(Ex+0.3Ey);-53;14: G+0.8Q-(0.3Ex+Ey);52;5: G+(0.3Ex+Ey);855;2: G-(Ex+0.3Ey);1064;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1628;K_65;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-51;14: G+0.8Q-(0.3Ex+Ey);50;5: G+(0.3Ex+Ey);807;2: G-(Ex+0.3Ey);917;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1623;K_66;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-65;14: G+0.8Q-(0.3Ex+Ey);65;5: G+(0.3Ex+Ey);573;2: G-(Ex+0.3Ey);595;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1624;K_71;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-64;14: G+0.8Q-(0.3Ex+Ey);64;5: G+(0.3Ex+Ey);572;10: G+0.8Q-(Ex+0.3Ey);591;1: G+(Ex+0.3Ey);;;;;;;
1629;K_72;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-49;14: G+0.8Q-(0.3Ex+Ey);48;5: G+(0.3Ex+Ey);820;10: G+0.8Q-(Ex+0.3Ey);910;1: G+(Ex+0.3Ey);;;;;;;
1630;K_73;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-48;14: G+0.8Q-(0.3Ex+Ey);48;5: G+(0.3Ex+Ey);866;10: G+0.8Q-(Ex+0.3Ey);1054;1: G+(Ex+0.3Ey);;;;;;;
1433;K_74;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-48;14: G+0.8Q-(0.3Ex+Ey);47;5: G+(0.3Ex+Ey);883;10: G+0.8Q-(Ex+0.3Ey);1028;1: G+(Ex+0.3Ey);;;;;;;
1247;A_75;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-51;6: G-(0.3Ex+Ey);52;13: G+0.8Q+(0.3Ex+Ey);1760;10: G+0.8Q-(Ex+0.3Ey);1944;1: G+(Ex+0.3Ey);;;;;;;
1390;K_75;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-46;14: G+0.8Q-(0.3Ex+Ey);46;5: G+(0.3Ex+Ey);593;2: G-(Ex+0.3Ey);1165;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1248;A_76;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-32;6: G-(0.3Ex+Ey);32;13: G+0.8Q+(0.3Ex+Ey);551;2: G-(Ex+0.3Ey);1312;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1537;K_76;-1;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-59;14: G+0.8Q-(0.3Ex+Ey);58;5: G+(0.3Ex+Ey);-1149;2: G-(Ex+0.3Ey);2442;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1249;A_77;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-32;6: G-(0.3Ex+Ey);32;13: G+0.8Q+(0.3Ex+Ey);-1310;2: G-(Ex+0.3Ey);2393;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1103;A_81;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-30;6: G-(0.3Ex+Ey);30;13: G+0.8Q+(0.3Ex+Ey);-602;2: G-(Ex+0.3Ey);1753;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1543;K_81;-1;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-58;14: G+0.8Q-(0.3Ex+Ey);58;5: G+(0.3Ex+Ey);-1157;2: G-(Ex+0.3Ey);2439;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1104;A_82;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-23;6: G-(0.3Ex+Ey);23;13: G+0.8Q+(0.3Ex+Ey);687;2: G-(Ex+0.3Ey);1048;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1562;K_82;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-43;14: G+0.8Q-(0.3Ex+Ey);43;5: G+(0.3Ex+Ey);600;2: G-(Ex+0.3Ey);1150;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1105;A_83;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-24;6: G-(0.3Ex+Ey);24;13: G+0.8Q+(0.3Ex+Ey);908;10: G+0.8Q-(Ex+0.3Ey);1008;1: G+(Ex+0.3Ey);;;;;;;
1566;K_83;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-43;14: G+0.8Q-(0.3Ex+Ey);43;5: G+(0.3Ex+Ey);876;10: G+0.8Q-(Ex+0.3Ey);1028;1: G+(Ex+0.3Ey);;;;;;;
1106;A_84;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-23;6: G-(0.3Ex+Ey);23;13: G+0.8Q+(0.3Ex+Ey);895;10: G+0.8Q-(Ex+0.3Ey);1015;1: G+(Ex+0.3Ey);;;;;;;
1573;K_84;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-42;14: G+0.8Q-(0.3Ex+Ey);42;5: G+(0.3Ex+Ey);857;10: G+0.8Q-(Ex+0.3Ey);1041;1: G+(Ex+0.3Ey);;;;;;;
1107;A_85;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-22;6: G-(0.3Ex+Ey);22;13: G+0.8Q+(0.3Ex+Ey);836;2: G-(Ex+0.3Ey);912;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1361;K_85;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-40;14: G+0.8Q-(0.3Ex+Ey);40;5: G+(0.3Ex+Ey);826;2: G-(Ex+0.3Ey);939;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1108;A_86;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-26;6: G-(0.3Ex+Ey);26;13: G+0.8Q+(0.3Ex+Ey);514;6: G-(0.3Ex+Ey);692;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1554;K_86;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-51;14: G+0.8Q-(0.3Ex+Ey);51;5: G+(0.3Ex+Ey);564;2: G-(Ex+0.3Ey);776;9: G+0.8Q+(Ex+0.3Ey);;;;;;;
1265;A_91;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-26;6: G-(0.3Ex+Ey);25;13: G+0.8Q+(0.3Ex+Ey);530;6: G-(0.3Ex+Ey);702;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1427;K_91;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-50;14: G+0.8Q-(0.3Ex+Ey);51;5: G+(0.3Ex+Ey);580;6: G-(0.3Ex+Ey);786;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
1266;A_92;0;10: G+0.8Q-(Ex+0.3Ey);0;1: G+(Ex+0.3Ey);-20;6: G-(0.3Ex+Ey);20;13: G+0.8Q+(0.3Ex+Ey);1014;6: G-(0.3Ex+Ey);1076;13: G+0.8Q+(0.3Ex+Ey);;;;;;;
