Tableau des réactions d'appui;;;;;
Groupe : Points hors groupes typés (Repère global);;;;;
Point;Nom point;Cas;RFx;RFy;RFz
1366;K_24;15-W3;0;-46;3
1366;K_24;17-W5;0;33;6
1366;K_24;19-W7;0;-4;-2
1180;A_25;1-G;0;0;487
1180;A_25;2-Q;0;0;0
1180;A_25;3-S;0;0;6
1180;A_25;13-W;0;17;2
1180;A_25;15-W3;0;28;-1
1180;A_25;17-W5;0;6;1
1180;A_25;19-W7;0;-38;-3
1371;K_25;1-G;0;0;487
1371;K_25;2-Q;0;0;0
1371;K_25;3-S;0;0;6
1371;K_25;13-W;0;-18;2
1371;K_25;15-W3;0;-28;-1
1371;K_25;17-W5;0;39;-3
1371;K_25;19-W7;0;-6;1
1181;A_26;1-G;0;0;442
1181;A_26;2-Q;0;0;0
1181;A_26;3-S;0;-1;95
1181;A_26;13-W;0;18;23
1181;A_26;15-W3;0;17;-18
1181;A_26;17-W5;0;12;24
1181;A_26;19-W7;0;-44;-56
1380;K_26;1-G;0;0;442
1380;K_26;2-Q;0;0;0
1380;K_26;3-S;0;1;95
1380;K_26;13-W;0;-19;23
1380;K_26;15-W3;0;-18;-18
1380;K_26;17-W5;0;45;-56
1380;K_26;19-W7;0;-12;24
995;A_31;1-G;0;-1;555
995;A_31;2-Q;0;0;0
995;A_31;3-S;0;0;54
995;A_31;13-W;0;17;11
995;A_31;15-W3;0;17;-10
995;A_31;17-W5;0;-4;13
995;A_31;19-W7;0;-30;-30
1385;K_31;1-G;0;1;555
1385;K_31;2-Q;0;0;0
1385;K_31;3-S;0;0;54
1385;K_31;13-W;0;-17;10
1385;K_31;15-W3;0;-17;-10
1385;K_31;17-W5;0;30;-29
1385;K_31;19-W7;0;4;14
996;A_32;1-G;0;0;870
996;A_32;2-Q;0;0;0
996;A_32;3-S;0;0;8
996;A_32;13-W;0;23;-10
996;A_32;15-W3;0;23;0
996;A_32;17-W5;0;-2;3
996;A_32;19-W7;0;-44;2
1402;K_32;1-G;0;0;869
1402;K_32;2-Q;0;0;0
1402;K_32;3-S;0;0;7
1402;K_32;13-W;0;-24;-16
1402;K_32;15-W3;0;-24;1
1402;K_32;17-W5;0;46;5
1402;K_32;19-W7;0;2;4
997;A_33;1-G;0;0;966
997;A_33;2-Q;0;0;0
997;A_33;3-S;0;0;-4
997;A_33;13-W;0;25;-26
997;A_33;15-W3;0;24;4
997;A_33;17-W5;0;-1;3
997;A_33;19-W7;0;-47;15
1409;K_33;1-G;0;0;965
1409;K_33;2-Q;0;0;0
1409;K_33;3-S;0;0;-5
1409;K_33;13-W;0;-27;-38
1409;K_33;15-W3;0;-27;5
1409;K_33;17-W5;0;52;21
1409;K_33;19-W7;0;1;4
998;A_34;1-G;0;0;965
998;A_34;2-Q;0;0;0
998;A_34;3-S;0;0;-4
998;A_34;13-W;0;25;-21
998;A_34;15-W3;0;25;3
998;A_34;17-W5;0;0;2
998;A_34;19-W7;0;-49;13
1414;K_34;1-G;0;0;964
1414;K_34;2-Q;0;0;0
1414;K_34;3-S;0;0;-5
1414;K_34;13-W;0;-29;-31
1414;K_34;15-W3;0;-29;4
1414;K_34;17-W5;0;57;18
1414;K_34;19-W7;0;-1;3
999;A_35;1-G;0;0;857
999;A_35;2-Q;0;0;0
999;A_35;3-S;0;0;3
999;A_35;13-W;0;24;71
999;A_35;15-W3;0;24;-8
999;A_35;17-W5;0;1;-9
999;A_35;19-W7;0;-49;-38
1420;K_35;1-G;0;0;860
1420;K_35;2-Q;0;0;0
1420;K_35;3-S;0;0;5
1420;K_35;13-W;0;-30;106
1420;K_35;15-W3;0;-30;-12
1420;K_35;17-W5;0;60;-55
1420;K_35;19-W7;0;-2;-14
1000;A_36;1-G;0;0;485
1000;A_36;2-Q;0;0;0
1000;A_36;3-S;0;0;28
1000;A_36;13-W;0;18;476
1000;A_36;15-W3;0;18;-56
1000;A_36;17-W5;0;3;-56
1000;A_36;19-W7;0;-38;-256
1438;K_36;1-G;0;0;508
1438;K_36;2-Q;0;0;-1
1438;K_36;3-S;0;0;46
1438;K_36;13-W;0;-28;704
1438;K_36;15-W3;0;-28;-84
1438;K_36;17-W5;0;57;-368
1438;K_36;19-W7;0;-4;-89
1019;A_41;1-G;0;0;488
1019;A_41;2-Q;0;0;0
1019;A_41;3-S;0;0;28
1019;A_41;13-W;0;18;477
1019;A_41;15-W3;0;18;-56
1019;A_41;17-W5;0;3;-57
1019;A_41;19-W7;0;-39;-255
1397;K_41;1-G;0;0;510
1397;K_41;2-Q;0;0;-1
1397;K_41;3-S;0;0;46
1397;K_41;13-W;0;-28;705
1397;K_41;15-W3;0;-28;-85
1397;K_41;17-W5;0;58;-367
1397;K_41;19-W7;0;-4;-89
1020;A_42;1-G;0;0;856
1020;A_42;2-Q;0;0;0
1020;A_42;3-S;0;0;3
1020;A_42;13-W;0;25;75
1020;A_42;15-W3;0;25;-8
1020;A_42;17-W5;0;3;-9
1020;A_42;19-W7;0;-52;-41
1457;K_42;1-G;0;0;858
1457;K_42;2-Q;0;0;0
1457;K_42;3-S;0;0;5
1457;K_42;13-W;0;-32;110
1457;K_42;15-W3;0;-32;-13
1457;K_42;17-W5;0;66;-58
1457;K_42;19-W7;0;-4;-14
1021;A_43;1-G;0;0;961
1021;A_43;2-Q;0;0;0
1021;A_43;3-S;0;0;-4
1021;A_43;13-W;0;27;-18
1021;A_43;15-W3;0;27;2
1021;A_43;17-W5;0;3;2
1021;A_43;19-W7;0;-55;9
1326;K_43;1-G;0;0;958
1326;K_43;2-Q;0;0;0
1326;K_43;3-S;0;0;-6
1326;K_43;13-W;0;-33;-27
1326;K_43;15-W3;0;-33;4
1326;K_43;17-W5;0;68;14
1326;K_43;19-W7;0;-4;3
1022;A_44;1-G;0;0;967
1022;A_44;2-Q;0;0;0
1022;A_44;3-S;0;0;-4
1022;A_44;13-W;0;27;-23
1022;A_44;15-W3;0;26;3
1022;A_44;17-W5;0;3;3
1022;A_44;19-W7;0;-55;13
1466;K_44;1-G;0;0;964
1466;K_44;2-Q;0;0;0
1466;K_44;3-S;0;0;-6
1466;K_44;13-W;0;-33;-35
1466;K_44;15-W3;0;-33;5
1466;K_44;17-W5;0;68;19
1466;K_44;19-W7;0;-4;4
1023;A_45;1-G;0;0;875
1023;A_45;2-Q;0;0;0
1023;A_45;3-S;0;0;7
1023;A_45;13-W;0;25;-19
1023;A_45;15-W3;0;25;2
1023;A_45;17-W5;0;3;3
1023;A_45;19-W7;0;-52;9
1472;K_45;1-G;0;0;881
1472;K_45;2-Q;0;0;0
1472;K_45;3-S;0;0;10
1472;K_45;13-W;0;-32;-27
1472;K_45;15-W3;0;-32;2
1472;K_45;17-W5;0;66;12
1472;K_45;19-W7;0;-4;5
1024;A_46;1-G;0;0;610
1024;A_46;2-Q;0;0;0
1024;A_46;3-S;0;0;53
1024;A_46;13-W;0;18;-38
1024;A_46;15-W3;0;18;-1
1024;A_46;17-W5;0;4;6
1024;A_46;19-W7;0;-39;21
1480;K_46;1-G;0;0;651
1480;K_46;2-Q;0;0;0
1480;K_46;3-S;0;0;76
1480;K_46;13-W;0;-27;-50
1480;K_46;15-W3;0;-28;-2
1480;K_46;17-W5;0;58;21
1480;K_46;19-W7;0;-5;12
1043;A_51;1-G;0;0;614
1043;A_51;2-Q;0;0;0
1043;A_51;3-S;0;0;53
1043;A_51;13-W;0;18;-33
1043;A_51;15-W3;0;18;-2
1043;A_51;17-W5;0;4;5
1043;A_51;19-W7;0;-39;18
1347;K_51;1-G;0;0;655
1347;K_51;2-Q;0;0;0
1347;K_51;3-S;0;0;76
1347;K_51;13-W;0;-27;-43
1347;K_51;15-W3;0;-28;-3
1347;K_51;17-W5;0;58;18
1347;K_51;19-W7;0;-5;11
1044;A_52;1-G;0;0;869
1044;A_52;2-Q;0;0;0
1044;A_52;3-S;0;0;7
1044;A_52;13-W;0;25;5
1044;A_52;15-W3;0;25;-1
1044;A_52;17-W5;0;4;-2
1044;A_52;19-W7;0;-53;-2
1374;K_52;1-G;0;0;876
1374;K_52;2-Q;0;0;0
1374;K_52;3-S;0;0;11
1374;K_52;13-W;0;-32;9
1374;K_52;15-W3;0;-32;-2
1374;K_52;17-W5;0;66;-4
1374;K_52;19-W7;0;-4;-2
1045;A_53;1-G;0;0;955
1045;A_53;2-Q;0;0;0
1045;A_53;3-S;0;0;-4
1045;A_53;13-W;0;27;26
1045;A_53;15-W3;0;27;-3
1045;A_53;17-W5;0;4;-6
1045;A_53;19-W7;0;-56;-10
1451;K_53;1-G;0;0;955
1451;K_53;2-Q;0;0;0
1451;K_53;3-S;0;0;-6
1451;K_53;13-W;0;-33;38
1451;K_53;15-W3;0;-33;-4
1451;K_53;17-W5;0;68;-15
1451;K_53;19-W7;0;-5;-9
1046;A_54;1-G;0;0;958
1046;A_54;2-Q;0;0;0
1046;A_54;3-S;0;0;-5
1046;A_54;13-W;0;27;21
1046;A_54;15-W3;0;27;-2
1046;A_54;17-W5;0;4;-5
1046;A_54;19-W7;0;-56;-9
1485;K_54;1-G;0;-1;958
1485;K_54;2-Q;0;0;0
1485;K_54;3-S;0;0;-7
1485;K_54;13-W;0;-33;31
1485;K_54;15-W3;0;-33;-3
1485;K_54;17-W5;0;68;-13
1485;K_54;19-W7;0;-5;-8
1047;A_55;1-G;0;1;874
1047;A_55;2-Q;0;0;0
1047;A_55;3-S;0;0;4
1047;A_55;13-W;0;25;-70
1047;A_55;15-W3;0;25;8
1047;A_55;17-W5;0;4;17
1047;A_55;19-W7;0;-53;26
1497;K_55;1-G;0;-1;873
1497;K_55;2-Q;0;0;0
1497;K_55;3-S;0;0;6
1497;K_55;13-W;0;-32;-102
1497;K_55;15-W3;0;-32;12
1497;K_55;17-W5;0;66;39
1497;K_55;19-W7;0;-5;25
1048;A_56;1-G;0;1;645
1048;A_56;2-Q;0;0;0
1048;A_56;3-S;0;0;39
1048;A_56;13-W;0;19;-455
1048;A_56;15-W3;0;19;53
1048;A_56;17-W5;0;5;112
1048;A_56;19-W7;0;-41;177
1342;K_56;1-G;0;-1;641
1342;K_56;2-Q;0;0;0
1342;K_56;3-S;0;0;55
1342;K_56;13-W;0;-27;-664
1342;K_56;15-W3;0;-27;77
1342;K_56;17-W5;0;59;256
1342;K_56;19-W7;0;-6;165
1622;K_61;1-G;0;-1;641
1622;K_61;2-Q;0;0;0
1622;K_61;3-S;0;0;55
1622;K_61;13-W;0;-27;-664
1622;K_61;15-W3;0;-27;77
1622;K_61;17-W5;0;59;256
1622;K_61;19-W7;0;-6;165
1625;K_62;1-G;0;-1;876
1625;K_62;2-Q;0;0;0
1625;K_62;3-S;0;0;7
1625;K_62;13-W;0;-32;-101
1625;K_62;15-W3;0;-32;11
1625;K_62;17-W5;0;66;40
1625;K_62;19-W7;0;-5;25
1626;K_63;1-G;0;-1;964
1626;K_63;2-Q;0;0;0
1626;K_63;3-S;0;0;-5
1626;K_63;13-W;0;-33;31
1626;K_63;15-W3;0;-33;-4
1626;K_63;17-W5;0;68;-10
1626;K_63;19-W7;0;-5;-8
1627;K_64;1-G;0;0;959
1627;K_64;2-Q;0;0;0
1627;K_64;3-S;0;0;-5
1627;K_64;13-W;0;-33;36
1627;K_64;15-W3;0;-33;-4
1627;K_64;17-W5;0;68;-13
1627;K_64;19-W7;0;-5;-9
1628;K_65;1-G;0;0;862
1628;K_65;2-Q;0;0;0
1628;K_65;3-S;0;0;5
1628;K_65;13-W;0;-32;18
1628;K_65;15-W3;0;-32;-1
1628;K_65;17-W5;0;66;-10
1628;K_65;19-W7;0;-5;-3
1623;K_66;1-G;0;0;584
1623;K_66;2-Q;0;0;0
1623;K_66;3-S;0;0;39
1623;K_66;13-W;0;-27;-4
1623;K_66;15-W3;0;-27;9
1623;K_66;17-W5;0;58;-18
1623;K_66;19-W7;0;-5;9
1624;K_71;1-G;0;0;581
1624;K_71;2-Q;0;0;0
1624;K_71;3-S;0;0;39
1624;K_71;13-W;0;-27;-11
1624;K_71;15-W3;0;-27;10
1624;K_71;17-W5;0;58;-16
1624;K_71;19-W7;0;-5;11
1629;K_72;1-G;0;0;865
1629;K_72;2-Q;0;0;0
1629;K_72;3-S;0;0;3
1629;K_72;13-W;0;-32;-15
1629;K_72;15-W3;0;-32;2
1629;K_72;17-W5;0;66;4
1629;K_72;19-W7;0;-5;5
1630;K_73;1-G;0;0;960
1630;K_73;2-Q;0;0;0
1630;K_73;3-S;0;0;-7
1630;K_73;13-W;0;-32;-31
1630;K_73;15-W3;0;-33;2
1630;K_73;17-W5;0;68;13
1630;K_73;19-W7;0;-5;8
1433;K_74;1-G;0;0;955
1433;K_74;2-Q;0;0;0
1433;K_74;3-S;0;0;-6
1433;K_74;13-W;0;-32;-24
1433;K_74;15-W3;0;-33;2
1433;K_74;17-W5;0;68;11
1433;K_74;19-W7;0;-5;6
1247;A_75;1-G;0;0;1852
1247;A_75;2-Q;0;0;0
1247;A_75;3-S;0;0;-1
1247;A_75;13-W;0;37;-31
1247;A_75;15-W3;0;37;4
1247;A_75;17-W5;0;6;10
1247;A_75;19-W7;0;-78;10
1390;K_75;1-G;0;0;879
1390;K_75;2-Q;0;0;0
1390;K_75;3-S;0;0;14
1390;K_75;13-W;0;-31;95
1390;K_75;15-W3;0;-32;-9
1390;K_75;17-W5;0;65;-37
1390;K_75;19-W7;0;-4;-24
1248;A_76;1-G;0;0;931
1248;A_76;2-Q;0;0;0
1248;A_76;3-S;0;0;19
1248;A_76;13-W;0;26;128
1248;A_76;15-W3;0;26;-12
1248;A_76;17-W5;0;4;-34
1248;A_76;19-W7;0;-55;-49
1537;K_76;1-G;0;0;646
1537;K_76;2-Q;0;0;1
1537;K_76;3-S;0;0;97
1537;K_76;13-W;0;-27;591
1537;K_76;15-W3;0;-27;-52
1537;K_76;17-W5;0;57;-238
1537;K_76;19-W7;0;-5;-153
1249;A_77;1-G;0;0;541
1249;A_77;2-Q;0;0;1
1249;A_77;3-S;0;0;90
1249;A_77;13-W;0;18;621
1249;A_77;15-W3;0;18;-58
1249;A_77;17-W5;0;4;-169
1249;A_77;19-W7;0;-39;-234
1103;A_81;1-G;0;0;575
1103;A_81;2-Q;0;0;0
1103;A_81;3-S;0;0;65
1103;A_81;13-W;0;18;394
1103;A_81;15-W3;0;18;-35
1103;A_81;17-W5;0;4;-104
1103;A_81;19-W7;0;-38;-155
1543;K_81;1-G;0;0;641
1543;K_81;2-Q;0;0;1
1543;K_81;3-S;0;0;96
1543;K_81;13-W;0;-27;593
1543;K_81;15-W3;0;-27;-52
1543;K_81;17-W5;0;57;-238
1543;K_81;19-W7;0;-5;-153
1104;A_82;1-G;0;0;867
1104;A_82;2-Q;0;0;0
1104;A_82;3-S;0;0;8
1104;A_82;13-W;0;25;61
1104;A_82;15-W3;0;25;-6
1104;A_82;17-W5;0;3;-16
1104;A_82;19-W7;0;-52;-23
1562;K_82;1-G;0;0;875
1562;K_82;2-Q;0;0;0
1562;K_82;3-S;0;0;13
1562;K_82;13-W;0;-32;92
1562;K_82;15-W3;0;-31;-9
1562;K_82;17-W5;0;65;-36
1562;K_82;19-W7;0;-4;-23
1105;A_83;1-G;0;0;958
1105;A_83;2-Q;0;0;0
1105;A_83;3-S;0;0;-5
1105;A_83;13-W;0;27;-16
1105;A_83;15-W3;0;26;1
1105;A_83;17-W5;0;3;4
1105;A_83;19-W7;0;-55;7
1566;K_83;1-G;0;0;952
1566;K_83;2-Q;0;0;0
1566;K_83;3-S;0;0;-8
1566;K_83;13-W;0;-33;-25
1566;K_83;15-W3;0;-32;2
1566;K_83;17-W5;0;67;11
1566;K_83;19-W7;0;-4;6
1106;A_84;1-G;0;0;955
1106;A_84;2-Q;0;0;0
1106;A_84;3-S;0;0;-6
1106;A_84;13-W;0;27;-19
1106;A_84;15-W3;0;26;1
1106;A_84;17-W5;0;3;5
1106;A_84;19-W7;0;-55;8
1573;K_84;1-G;0;0;949
1573;K_84;2-Q;0;0;0
1573;K_84;3-S;0;0;-8
1573;K_84;13-W;0;-33;-29
1573;K_84;15-W3;0;-32;2
1573;K_84;17-W5;0;67;13
1573;K_84;19-W7;0;-4;8
1107;A_85;1-G;0;0;874
1107;A_85;2-Q;0;0;0
1107;A_85;3-S;0;0;6
1107;A_85;13-W;0;26;-14
1107;A_85;15-W3;0;25;3
1107;A_85;17-W5;0;3;4
1107;A_85;19-W7;0;-52;3
1361;K_85;1-G;0;0;883
1361;K_85;2-Q;0;0;0
1361;K_85;3-S;0;0;8
1361;K_85;13-W;0;-33;-21
1361;K_85;15-W3;0;-31;4
1361;K_85;17-W5;0;65;4
1361;K_85;19-W7;0;-4;6
1108;A_86;1-G;0;0;603
1108;A_86;2-Q;0;0;0
1108;A_86;3-S;0;0;49
1108;A_86;13-W;0;19;-27
1108;A_86;15-W3;0;18;11
1108;A_86;17-W5;0;3;9
1108;A_86;19-W7;0;-38;-7
1554;K_86;1-G;0;0;670
1554;K_86;2-Q;0;0;0
1554;K_86;3-S;0;0;71
1554;K_86;13-W;0;-29;-41
1554;K_86;15-W3;0;-26;18
1554;K_86;17-W5;0;56;-15
1554;K_86;19-W7;0;-4;15
1265;A_91;1-G;0;0;616
1265;A_91;2-Q;0;0;0
1265;A_91;3-S;0;0;49
1265;A_91;13-W;0;20;-22
1265;A_91;15-W3;0;17;11
1265;A_91;17-W5;0;3;8
1265;A_91;19-W7;0;-38;-9
1427;K_91;1-G;0;0;683
1427;K_91;2-Q;0;0;0
1427;K_91;3-S;0;0;72
1427;K_91;13-W;0;-30;-34
1427;K_91;15-W3;0;-25;17
1427;K_91;17-W5;0;57;-17
1427;K_91;19-W7;0;-4;14
1266;A_92;1-G;0;0;1045
1266;A_92;2-Q;0;0;0
1266;A_92;3-S;0;0;8
1266;A_92;13-W;0;35;8
1266;A_92;15-W3;0;30;0
1266;A_92;17-W5;0;3;-2
1266;A_92;19-W7;0;-65;-4
1579;K_92;1-G;0;0;1054
1579;K_92;2-Q;0;0;0
1579;K_92;3-S;0;0;11
1579;K_92;13-W;0;-43;12
1579;K_92;15-W3;0;-35;0
1579;K_92;17-W5;0;78;-7
1579;K_92;19-W7;0;-4;-3
1270;A_93;1-G;0;0;778
1270;A_93;2-Q;0;0;0
1270;A_93;3-S;0;0;-2
1270;A_93;13-W;0;33;24
1270;A_93;15-W3;0;11;-3
1270;A_93;17-W5;0;2;-8
1270;A_93;19-W7;0;-41;-5
1585;K_93;1-G;0;0;772
1585;K_93;2-Q;0;0;0
1585;K_93;3-S;0;0;-3
1585;K_93;13-W;0;-42;37
1585;K_93;15-W3;0;-15;-5
1585;K_93;17-W5;0;55;-8
1585;K_93;19-W7;0;-3;-12
1269;A_94;1-G;0;0;927
1269;A_94;2-Q;0;0;0
1269;A_94;3-S;0;0;-2
1269;A_94;13-W;0;45;22
1269;A_94;15-W3;0;13;-3
1269;A_94;17-W5;0;3;-7
1269;A_94;19-W7;0;-54;-4
1596;K_94;1-G;0;0;922
1596;K_94;2-Q;0;0;0
1596;K_94;3-S;0;0;-4
1596;K_94;13-W;0;-57;33
1596;K_94;15-W3;0;-17;-5
1596;K_94;17-W5;0;69;-7
1596;K_94;19-W7;0;-3;-10
1268;A_95;1-G;0;0;860
1268;A_95;2-Q;0;0;0
1268;A_95;3-S;0;0;-2
1268;A_95;13-W;0;45;-67
1268;A_95;15-W3;0;12;9
1268;A_95;17-W5;0;2;21
1268;A_95;19-W7;0;-52;15
1591;K_95;1-G;0;0;863
1591;K_95;2-Q;0;0;0
1591;K_95;3-S;0;0;-2
1591;K_95;13-W;0;-58;-102
1591;K_95;15-W3;0;-15;13
1591;K_95;17-W5;0;68;25
1591;K_95;19-W7;0;-3;32
1267;A_96;1-G;0;0;554
1267;A_96;2-Q;0;0;-1
1267;A_96;3-S;0;0;-7
1267;A_96;13-W;0;34;-444
1267;A_96;15-W3;0;8;57
1267;A_96;17-W5;0;3;143
1267;A_96;19-W7;0;-39;100
1531;K_96;1-G;0;0;604
1531;K_96;2-Q;0;0;-1
1531;K_96;3-S;0;0;-7
1531;K_96;13-W;0;-56;-681
1531;K_96;15-W3;0;-13;86
1531;K_96;17-W5;0;63;165
1531;K_96;19-W7;0;-4;215
Total;Total;1-G;6;-7;72474
Total;Total;2-Q;0;-1;0
Total;Total;3-S;2;3;2000
Total;Total;13-W;-5;-520;1659
Total;Total;15-W3;0;-472;-359
Total;Total;17-W5;2;3162;-861
Total;Total;19-W7;2;-2220;-671
